Hospital Name,State,County,Year,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach,Total Surgeries for All Cancer Types,National Cancer Institute Designation?
San Gorgonio Memorial Hospital,CA,Riverside,2017,0,0,10,5,0,0,0,0,0,1,0,16,No
San Joaquin Community Hospital,CA,Kern,2013,1,13,93,48,0,0,6,2,13,6,2,184,No
San Joaquin Community Hospital,CA,Kern,2014,2,15,66,63,0,0,6,0,23,16,5,196,No
San Joaquin Community Hospital,CA,Kern,2015,0,7,78,31,0,1,5,0,16,5,4,147,No
San Joaquin Community Hospital,CA,Kern,2016,0,6,170,45,0,2,11,1,7,10,0,252,No
San Joaquin Community Hospital,CA,Kern,2017,0,12,160,42,0,1,7,1,25,11,3,262,No
San Joaquin General Hospital,CA,San Joaquin,2013,2,0,29,21,0,1,2,2,2,3,1,63,No
San Joaquin General Hospital,CA,San Joaquin,2014,0,0,26,15,0,0,2,0,0,6,5,54,No
San Joaquin General Hospital,CA,San Joaquin,2015,2,1,13,7,0,2,1,1,0,3,0,30,No
San Joaquin General Hospital,CA,San Joaquin,2016,2,3,26,11,0,0,1,1,1,2,2,49,No
San Joaquin General Hospital,CA,San Joaquin,2017,0,2,22,13,0,1,0,2,2,7,0,49,No
San Leandro Hospital,CA,Alameda,2013,0,0,20,8,0,0,0,0,0,1,0,29,No
San Leandro Hospital,CA,Alameda,2014,0,0,21,3,0,0,0,0,0,0,0,24,No
San Leandro Hospital,CA,Alameda,2015,0,0,24,4,0,0,0,0,0,0,0,28,No
San Leandro Hospital,CA,Alameda,2016,0,0,12,8,0,1,0,0,0,2,2,25,No
San Leandro Hospital,CA,Alameda,2017,0,0,12,4,0,1,0,0,0,3,0,20,No
San Mateo Medical Center,CA,San Mateo,2013,0,2,40,7,1,0,2,3,0,0,2,57,No
San Mateo Medical Center,CA,San Mateo,2014,0,0,70,9,1,0,1,0,0,2,2,85,No
San Mateo Medical Center,CA,San Mateo,2015,0,0,33,5,0,0,0,0,0,0,0,38,No
San Mateo Medical Center,CA,San Mateo,2016,0,1,55,14,0,0,0,1,0,3,1,75,No
San Mateo Medical Center,CA,San Mateo,2017,0,1,51,9,0,1,1,1,0,2,3,69,No
San Ramon Regional Medical Center,CA,Contra Costa,2013,0,0,104,19,0,1,3,0,16,4,0,147,No
San Ramon Regional Medical Center,CA,Contra Costa,2014,2,0,75,17,0,0,11,0,23,2,0,130,No
San Ramon Regional Medical Center,CA,Contra Costa,2015,0,0,52,14,0,0,2,0,10,3,0,81,No
San Ramon Regional Medical Center,CA,Contra Costa,2016,0,0,65,18,0,0,5,0,5,6,2,101,No
San Ramon Regional Medical Center,CA,Contra Costa,2017,0,0,95,24,0,0,3,0,5,4,0,131,No
Santa Barbara Cottage Hospital,CA,Santa Barbara,2013,2,13,148,38,1,4,42,7,7,25,3,290,No
Santa Barbara Cottage Hospital,CA,Santa Barbara,2014,2,17,180,48,1,7,34,7,4,9,2,311,No
Santa Barbara Cottage Hospital,CA,Santa Barbara,2015,1,25,102,42,4,4,25,2,17,11,2,235,No
Santa Barbara Cottage Hospital,CA,Santa Barbara,2016,3,29,87,53,1,4,27,6,24,13,4,251,No
Santa Barbara Cottage Hospital,CA,Santa Barbara,2017,2,33,62,39,0,4,26,5,37,17,3,228,No
Santa Clara Valley Medical Center,CA,Santa Clara,2013,1,13,135,37,0,1,14,2,13,7,2,225,No
Santa Clara Valley Medical Center,CA,Santa Clara,2014,3,21,132,30,0,3,12,0,9,13,4,227,No
Santa Clara Valley Medical Center,CA,Santa Clara,2015,1,12,94,28,0,3,11,1,7,5,5,167,No
Santa Clara Valley Medical Center,CA,Santa Clara,2016,13,14,167,31,4,10,17,2,27,12,7,304,No
Santa Clara Valley Medical Center,CA,Santa Clara,2017,9,17,126,46,2,5,10,4,23,18,7,267,No
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2013,8,1,119,20,0,0,1,1,54,7,8,219,Yes
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2014,5,5,146,31,0,1,0,0,66,4,12,270,Yes
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2015,5,0,110,19,0,0,0,1,38,2,5,180,Yes
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2016,11,8,248,25,2,0,11,1,34,9,4,353,Yes
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2017,19,11,338,22,0,0,7,0,52,13,4,466,Yes
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2013,0,8,142,31,2,1,21,0,3,1,3,212,No
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2014,0,5,105,24,0,0,18,1,1,3,0,157,No
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2015,0,4,93,16,0,1,6,0,0,2,1,123,No
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2016,0,16,109,13,0,2,3,1,0,6,0,150,No
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2017,0,18,144,11,0,0,3,0,14,2,0,192,No
Scripps Green Hospital,CA,San Diego,2013,0,11,302,51,2,12,25,5,40,14,7,469,No
Scripps Green Hospital,CA,San Diego,2014,0,8,319,57,1,10,26,3,31,11,2,468,No
Scripps Green Hospital,CA,San Diego,2015,2,13,209,45,1,7,15,6,15,11,3,327,No
Scripps Green Hospital,CA,San Diego,2016,7,16,286,58,2,20,7,8,42,22,4,472,No
Scripps Green Hospital,CA,San Diego,2017,5,14,151,47,4,21,0,14,48,25,4,333,No
Scripps Memorial Hospital – Encinitas,CA,San Diego,2013,1,8,103,30,0,1,0,0,3,3,1,150,No
Scripps Memorial Hospital – Encinitas,CA,San Diego,2014,0,8,114,32,0,1,0,1,1,3,1,161,No
Scripps Memorial Hospital – Encinitas,CA,San Diego,2015,0,5,89,29,0,0,0,0,1,2,0,126,No
Scripps Memorial Hospital – Encinitas,CA,San Diego,2016,0,11,94,39,0,1,6,0,2,5,0,158,No
Scripps Memorial Hospital – Encinitas,CA,San Diego,2017,0,7,62,26,0,4,15,1,3,16,2,136,No
Scripps Memorial Hospital – La Jolla,CA,San Diego,2013,0,24,193,45,2,2,16,0,2,19,4,307,No
Scripps Memorial Hospital – La Jolla,CA,San Diego,2014,1,19,247,38,4,7,17,1,3,17,7,361,No
Scripps Memorial Hospital – La Jolla,CA,San Diego,2015,0,9,201,27,0,3,11,0,3,14,2,270,No
Scripps Memorial Hospital – La Jolla,CA,San Diego,2016,0,19,334,39,0,2,23,2,4,15,2,440,No
Scripps Memorial Hospital – La Jolla,CA,San Diego,2017,0,28,296,42,0,2,31,1,9,22,2,433,No
Scripps Mercy Hospital,CA,San Diego,2013,31,6,160,91,1,5,22,2,125,39,10,492,No
Scripps Mercy Hospital,CA,San Diego,2014,24,9,181,112,0,5,30,2,123,38,7,531,No
Scripps Mercy Hospital,CA,San Diego,2015,16,6,152,76,1,4,25,4,95,37,8,424,No
Scripps Mercy Hospital,CA,San Diego,2016,22,4,169,92,1,9,18,1,153,51,9,529,No
Scripps Mercy Hospital,CA,San Diego,2017,17,14,138,87,1,6,18,5,135,35,6,462,No
Seneca Healthcare District,CA,Plumas,2013,0,0,1,0,0,0,0,0,0,0,0,1,No
Seneca Healthcare District,CA,Plumas,2014,0,0,1,0,0,0,0,0,0,0,0,1,No
Sequoia Hospital,CA,San Mateo,2013,3,0,51,19,0,1,12,1,19,7,2,115,No
Sequoia Hospital,CA,San Mateo,2014,2,0,31,14,0,2,6,0,23,5,1,84,No
Sequoia Hospital,CA,San Mateo,2015,0,1,25,9,0,0,4,0,19,4,0,62,No
Sequoia Hospital,CA,San Mateo,2016,0,0,33,16,1,1,4,0,25,2,1,83,No
Sequoia Hospital,CA,San Mateo,2017,0,5,17,31,0,2,3,0,26,8,0,92,No
Seton Medical Center,CA,San Mateo,2013,1,2,50,12,0,0,7,0,0,3,3,78,No
Seton Medical Center,CA,San Mateo,2014,2,1,45,12,0,0,1,0,0,3,1,65,No
Seton Medical Center,CA,San Mateo,2015,1,0,17,9,0,0,4,0,0,3,3,37,No
Seton Medical Center,CA,San Mateo,2016,1,1,31,10,0,1,3,1,1,5,5,59,No
Seton Medical Center,CA,San Mateo,2017,0,0,19,12,0,0,2,0,1,4,6,44,No
Sharp Chula Vista Medical Center,CA,San Diego,2013,1,7,160,31,0,0,14,0,19,8,6,246,No
Sharp Chula Vista Medical Center,CA,San Diego,2014,0,13,158,32,2,0,12,0,2,10,4,233,No
Sharp Chula Vista Medical Center,CA,San Diego,2015,0,4,129,21,2,1,9,0,0,8,5,179,No
Sharp Chula Vista Medical Center,CA,San Diego,2016,0,19,163,57,2,1,10,6,4,29,4,295,No
Sharp Chula Vista Medical Center,CA,San Diego,2017,0,11,170,45,3,3,7,3,2,27,11,282,No
Sharp Coronado Hospital and Healthcare Center,CA,San Diego,2013,0,0,0,2,0,0,4,0,0,1,0,7,No
Sharp Coronado Hospital and Healthcare Center,CA,San Diego,2014,0,0,2,3,0,0,1,0,0,0,1,7,No
Sharp Coronado Hospital and Healthcare Center,CA,San Diego,2015,0,0,3,1,0,0,2,0,0,1,0,7,No
Sharp Coronado Hospital and Healthcare Center,CA,San Diego,2016,0,0,1,5,0,0,2,0,0,0,0,8,No
Sharp Coronado Hospital and Healthcare Center,CA,San Diego,2017,0,0,3,6,0,0,1,0,0,7,0,17,No
Sharp Memorial Hospital,CA,San Diego,2013,8,19,372,99,2,13,32,5,49,30,13,642,No
Sharp Memorial Hospital,CA,San Diego,2014,10,32,404,79,2,19,40,7,59,28,5,685,No
Sharp Memorial Hospital,CA,San Diego,2015,6,24,332,65,0,3,27,5,40,24,7,533,No
Sharp Memorial Hospital,CA,San Diego,2016,6,33,461,93,3,17,28,6,64,38,8,757,No
Sharp Memorial Hospital,CA,San Diego,2017,8,31,506,99,4,18,27,8,71,32,4,808,No
Shasta Regional Medical Center,CA,Shasta,2013,0,0,0,16,1,0,6,0,0,1,1,25,No
Shasta Regional Medical Center,CA,Shasta,2014,0,0,3,21,0,0,10,0,0,2,2,38,No
Shasta Regional Medical Center,CA,Shasta,2015,0,0,2,16,0,0,18,0,0,1,0,37,No
Shasta Regional Medical Center,CA,Shasta,2016,0,0,1,20,0,0,2,0,2,4,1,30,No
Shasta Regional Medical Center,CA,Shasta,2017,0,0,0,10,0,1,9,1,0,2,1,24,No
Sherman Oaks Hospital,CA,Los Angeles,2013,0,0,0,1,0,0,0,0,0,0,1,2,No
Sherman Oaks Hospital,CA,Los Angeles,2014,0,0,2,2,0,0,0,0,0,1,0,5,No
Sherman Oaks Hospital,CA,Los Angeles,2015,0,0,0,2,0,0,0,0,0,0,0,2,No
Sherman Oaks Hospital,CA,Los Angeles,2016,0,0,0,4,0,1,0,0,0,1,0,6,No
Sherman Oaks Hospital,CA,Los Angeles,2017,0,0,0,6,0,0,0,0,0,1,0,7,No
Sierra Nevada Memorial Hospital,CA,Nevada,2013,0,0,34,18,0,1,3,0,4,3,0,63,No
Sierra Nevada Memorial Hospital,CA,Nevada,2014,0,0,47,12,0,0,4,0,1,5,0,69,No
Sierra Nevada Memorial Hospital,CA,Nevada,2015,0,0,51,7,0,0,1,0,2,1,0,62,No
Sierra Nevada Memorial Hospital,CA,Nevada,2016,0,0,63,13,0,0,1,0,1,7,0,85,No
Sierra Nevada Memorial Hospital,CA,Nevada,2017,0,0,56,15,0,1,1,0,1,7,0,81,No
Sierra View Medical Center,CA,Tulare,2013,0,0,25,6,0,0,0,0,0,1,1,33,No
Sierra View Medical Center,CA,Tulare,2014,0,0,24,16,0,0,0,0,0,4,0,44,No
Sierra View Medical Center,CA,Tulare,2015,0,0,16,13,0,0,0,0,0,3,0,32,No
Sierra View Medical Center,CA,Tulare,2016,0,0,27,16,0,1,0,0,0,1,0,45,No
Sierra View Medical Center,CA,Tulare,2017,0,0,42,10,0,0,0,0,0,2,0,54,No
Sierra Vista Regional Medical Center,CA,San Luis Obispo,2013,1,29,29,15,3,0,12,0,14,5,0,108,No
Sierra Vista Regional Medical Center,CA,San Luis Obispo,2014,0,22,25,11,0,0,7,1,19,1,1,87,No
Sierra Vista Regional Medical Center,CA,San Luis Obispo,2015,0,13,22,16,1,0,12,2,24,3,1,94,No
Sierra Vista Regional Medical Center,CA,San Luis Obispo,2016,0,20,23,14,2,2,13,3,42,6,0,125,No
Sierra Vista Regional Medical Center,CA,San Luis Obispo,2017,0,22,30,19,0,1,9,3,27,4,0,115,No
Silver Lake Medical Center – Downtown Campus,CA,Los Angeles,2013,0,0,0,3,0,0,0,0,0,0,0,3,No
Silver Lake Medical Center – Downtown Campus,CA,Los Angeles,2014,0,0,1,3,0,0,0,0,0,0,0,4,No
Silver Lake Medical Center – Downtown Campus,CA,Los Angeles,2015,0,0,1,0,0,0,0,0,0,1,0,2,No
Silver Lake Medical Center – Downtown Campus,CA,Los Angeles,2016,0,0,2,1,0,0,0,1,0,1,0,5,No
Silver Lake Medical Center – Downtown Campus,CA,Los Angeles,2017,0,0,2,1,0,0,0,0,1,0,0,4,No
Simi Valley Hospital and Healthcare Services – Sycamore,CA,Ventura,2013,3,1,25,20,0,3,0,0,3,0,0,55,No
Simi Valley Hospital and Healthcare Services – Sycamore,CA,Ventura,2014,1,0,13,11,0,0,1,0,0,2,0,28,No
Simi Valley Hospital and Healthcare Services – Sycamore,CA,Ventura,2015,0,2,17,3,0,0,0,0,0,0,1,23,No
Simi Valley Hospital and Healthcare Services – Sycamore,CA,Ventura,2016,2,3,7,11,0,1,0,1,0,7,1,33,No
Simi Valley Hospital and Healthcare Services – Sycamore,CA,Ventura,2017,0,3,6,14,0,1,0,1,0,3,0,28,No
Sonoma Valley Hospital,CA,Sonoma,2013,0,0,17,7,0,0,0,0,0,0,0,24,No
Sonoma Valley Hospital,CA,Sonoma,2014,0,0,8,7,0,0,0,0,0,0,0,15,No
Sonoma Valley Hospital,CA,Sonoma,2015,0,0,2,2,0,0,0,0,0,1,0,5,No
Sonoma Valley Hospital,CA,Sonoma,2016,0,0,0,5,0,0,0,0,0,1,0,6,No
Sonoma Valley Hospital,CA,Sonoma,2017,0,0,0,5,0,0,0,0,0,1,0,6,No
Sonora Regional Medical Center – Greenley,CA,Tuolumne,2013,0,0,48,13,0,0,0,0,0,2,0,63,No
Sonora Regional Medical Center – Greenley,CA,Tuolumne,2014,1,0,36,12,0,0,0,0,0,1,0,50,No
Sonora Regional Medical Center – Greenley,CA,Tuolumne,2015,0,0,25,4,0,0,0,0,0,1,0,30,No
Sonora Regional Medical Center – Greenley,CA,Tuolumne,2016,0,0,41,12,0,2,0,1,0,6,0,62,No
Sonora Regional Medical Center – Greenley,CA,Tuolumne,2017,0,0,69,6,0,0,0,0,0,2,0,77,No
South Coast Global Medical Center,CA,Orange,2015,0,0,20,4,0,0,0,0,1,1,1,27,No
South Coast Global Medical Center,CA,Orange,2016,2,0,31,2,0,0,0,0,4,0,0,39,No
South Coast Global Medical Center,CA,Orange,2017,0,0,27,3,0,0,0,0,6,1,0,37,No
Southern California Hospital At Culver City,CA,Los Angeles,2013,0,1,7,9,0,0,6,0,0,0,2,25,No
Southern California Hospital At Culver City,CA,Los Angeles,2014,0,0,5,15,0,0,2,0,1,3,2,28,No
Southern California Hospital at Culver City,CA,Los Angeles,2015,1,0,9,10,0,0,2,0,0,1,1,24,No
Southern California Hospital at Culver City,CA,Los Angeles,2016,0,0,5,11,0,0,3,0,0,2,4,25,No
Southern California Hospital at Culver City,CA,Los Angeles,2017,0,0,26,7,0,0,3,1,6,5,4,52,No
Southern California Hospital at Hollywood,CA,Los Angeles,2013,0,0,2,0,0,0,0,0,0,0,0,2,No
Southern California Hospital at Hollywood,CA,Los Angeles,2014,0,0,1,0,0,0,0,0,0,0,0,1,No
Southern California Hospital at Hollywood,CA,Los Angeles,2015,0,0,1,1,0,0,0,0,2,0,1,5,No
Southern California Hospital at Hollywood,CA,Los Angeles,2016,1,0,0,0,0,1,0,1,3,1,0,7,No
Southern California Hospital at Hollywood,CA,Los Angeles,2017,0,0,0,4,0,0,0,0,4,4,0,12,No
Southwest Healthcare System – Murrieta,CA,Riverside,2013,1,9,77,27,0,0,0,0,13,15,3,145,No
Southwest Healthcare System – Murrieta,CA,Riverside,2014,5,24,54,33,1,0,0,2,30,13,0,162,No
Southwest Healthcare System – Murrieta,CA,Riverside,2015,0,11,44,19,0,0,0,1,19,15,2,111,No
Southwest Healthcare System – Murrieta,CA,Riverside,2016,1,16,58,33,1,1,0,0,25,16,3,154,No
Southwest Healthcare System – Murrieta,CA,Riverside,2017,2,25,82,32,1,1,0,0,48,14,1,206,No
Stanford Health Care,CA,Santa Clara,2016,71,128,616,113,39,127,125,100,188,112,49,1668,Yes
Stanford Health Care,CA,Santa Clara,2017,74,101,561,99,48,137,131,73,215,103,45,1587,Yes
Stanford Hospital,CA,Santa Clara,2013,71,124,389,83,13,109,97,70,175,74,35,1240,Yes
Stanford Hospital,CA,Santa Clara,2014,69,121,525,90,14,129,94,57,168,63,48,1378,Yes
Stanford Hospital,CA,Santa Clara,2015,53,98,408,70,20,89,67,56,148,64,47,1120,Yes
Stanislaus Surgical Hospital,CA,Stanislaus,2013,0,0,12,0,0,0,0,0,0,0,0,12,No
Stanislaus Surgical Hospital,CA,Stanislaus,2014,0,0,6,0,0,0,0,0,0,0,0,6,No
Stanislaus Surgical Hospital,CA,Stanislaus,2015,0,0,12,1,0,0,0,0,0,0,0,13,No
Stanislaus Surgical Hospital,CA,Stanislaus,2016,0,0,7,0,0,0,0,0,0,1,0,8,No
Stanislaus Surgical Hospital,CA,Stanislaus,2017,0,0,6,0,0,0,0,0,0,0,0,6,No
Sutter Amador Hospital,CA,Amador,2013,0,0,3,7,0,0,0,0,0,0,0,10,No
Sutter Amador Hospital,CA,Amador,2014,0,0,3,6,0,0,0,0,0,2,0,11,No
Sutter Amador Hospital,CA,Amador,2015,0,0,3,3,0,0,0,0,0,2,0,8,No
Sutter Amador Hospital,CA,Amador,2016,0,0,4,5,0,0,0,0,0,1,0,10,No
Sutter Amador Hospital,CA,Amador,2017,0,0,2,11,0,0,0,0,0,0,0,13,No
Sutter Auburn Faith Hospital,CA,Placer,2013,1,0,59,21,0,0,1,0,0,1,0,83,No
Sutter Auburn Faith Hospital,CA,Placer,2014,0,0,36,17,0,0,0,0,0,2,1,56,No
Sutter Auburn Faith Hospital,CA,Placer,2015,1,0,40,9,0,0,1,0,1,0,0,52,No
Sutter Auburn Faith Hospital,CA,Placer,2016,0,0,47,26,0,2,1,1,0,3,1,81,No
Sutter Auburn Faith Hospital,CA,Placer,2017,1,0,52,10,0,2,1,0,0,2,1,69,No
Sutter Coast Hospital,CA,Del Norte,2013,0,0,18,4,0,0,0,0,0,0,0,22,No
Sutter Coast Hospital,CA,Del Norte,2014,0,0,6,4,0,0,0,0,0,0,0,10,No
Sutter Coast Hospital,CA,Del Norte,2015,0,0,10,3,0,0,0,0,0,3,0,16,No
Sutter Coast Hospital,CA,Del Norte,2016,0,0,10,6,0,0,0,0,0,2,0,18,No
Sutter Coast Hospital,CA,Del Norte,2017,0,0,13,6,0,0,0,0,0,0,0,19,No
Sutter Davis Hospital,CA,Yolo,2013,0,0,24,8,0,0,0,0,0,1,0,33,No
Sutter Davis Hospital,CA,Yolo,2014,0,0,17,2,1,0,2,0,0,1,2,25,No
Sutter Davis Hospital,CA,Yolo,2015,0,0,15,7,0,0,0,0,0,0,0,22,No
Sutter Davis Hospital,CA,Yolo,2016,1,0,28,3,0,0,0,0,1,0,0,33,No
Sutter Davis Hospital,CA,Yolo,2017,0,0,16,2,0,0,0,0,2,1,0,21,No
Sutter Delta Medical Center,CA,Contra Costa,2013,1,0,33,9,0,0,0,0,3,0,1,47,No
Sutter Delta Medical Center,CA,Contra Costa,2014,1,0,37,7,0,0,4,0,1,0,0,50,No
Sutter Delta Medical Center,CA,Contra Costa,2015,0,0,25,8,0,0,2,0,1,0,0,36,No
Sutter Delta Medical Center,CA,Contra Costa,2016,1,0,26,7,0,0,1,0,4,1,1,41,No
Sutter Delta Medical Center,CA,Contra Costa,2017,0,0,28,7,0,0,0,0,2,1,0,38,No
Sutter General Hospital,CA,Sacramento,2013,0,30,335,60,5,9,24,13,81,11,11,579,No
Sutter General Hospital,CA,Sacramento,2014,0,34,308,60,4,14,13,10,56,13,9,521,No
Sutter Lakeside Hospital,CA,Lake,2013,0,0,8,9,0,0,0,0,0,0,0,17,No
Sutter Lakeside Hospital,CA,Lake,2014,0,0,1,9,0,0,0,0,0,0,0,10,No
Sutter Lakeside Hospital,CA,Lake,2015,0,0,4,4,0,0,2,0,0,0,0,10,No
Sutter Lakeside Hospital,CA,Lake,2016,0,0,1,5,0,0,4,0,0,1,0,11,No
Sutter Lakeside Hospital,CA,Lake,2017,0,0,0,4,0,0,1,0,0,2,0,7,No
Sutter Medical Center of Santa Rosa,CA,Sonoma,2013,1,0,84,12,0,0,7,0,0,2,1,107,No
Sutter Medical Center of Santa Rosa,CA,Sonoma,2014,1,0,72,19,0,0,7,0,0,0,1,100,No
"Sutter Medical Center, Sacramento",CA,Sacramento,2015,0,22,296,45,3,1,13,12,75,10,9,486,No
"Sutter Medical Center, Sacramento",CA,Sacramento,2016,1,41,285,50,12,12,32,11,136,26,13,619,No
"Sutter Medical Center, Sacramento",CA,Sacramento,2017,3,38,296,47,10,8,31,7,137,22,6,605,No
Sutter Memorial Hospital,CA,Sacramento,2013,0,13,5,3,0,0,5,0,0,0,0,26,No
Sutter Memorial Hospital,CA,Sacramento,2014,0,20,0,4,0,0,10,0,0,0,0,34,No
Sutter Memorial Hospital,CA,Sacramento,2015,0,11,0,2,0,0,2,0,0,0,0,15,No
Sutter Roseville Medical Center,CA,Placer,2013,5,11,208,55,2,0,18,3,44,16,3,365,No
Sutter Roseville Medical Center,CA,Placer,2014,3,14,200,43,1,0,26,3,62,13,1,366,No
Sutter Roseville Medical Center,CA,Placer,2015,1,12,159,23,1,1,42,0,42,7,1,289,No
Sutter Roseville Medical Center,CA,Placer,2016,4,10,186,32,2,2,35,3,48,24,4,350,No
Sutter Roseville Medical Center,CA,Placer,2017,1,19,163,46,0,2,50,2,72,17,1,373,No
Sutter Santa Rosa Regional Hospital,CA,Sonoma,2014,0,0,19,5,0,0,1,0,0,1,0,26,No
Sutter Santa Rosa Regional Hospital,CA,Sonoma,2015,0,0,69,14,0,1,5,0,0,4,0,93,No
Sutter Santa Rosa Regional Hospital,CA,Sonoma,2016,0,0,103,40,3,1,1,1,0,5,2,156,No
Sutter Santa Rosa Regional Hospital,CA,Sonoma,2017,0,0,76,19,3,0,3,0,0,11,1,113,No
Sutter Solano Medical Center,CA,Solano,2013,0,0,58,19,0,0,4,0,0,5,2,88,No
Sutter Solano Medical Center,CA,Solano,2014,1,0,46,16,0,0,2,0,0,7,2,74,No
Sutter Solano Medical Center,CA,Solano,2015,0,0,48,10,0,0,2,0,0,2,0,62,No
Sutter Solano Medical Center,CA,Solano,2016,1,0,59,18,0,0,2,0,2,12,1,95,No
Sutter Solano Medical Center,CA,Solano,2017,0,0,52,21,0,0,1,0,2,12,1,89,No
Sutter Surgical Hospital – North Valley,CA,Sutter,2013,0,0,68,5,0,0,0,0,0,1,1,75,No
Sutter Surgical Hospital – North Valley,CA,Sutter,2014,0,0,65,8,0,1,0,0,0,3,0,77,No
Sutter Surgical Hospital – North Valley,CA,Sutter,2015,0,0,85,5,0,0,0,0,0,1,0,91,No
Sutter Surgical Hospital – North Valley,CA,Sutter,2016,0,0,100,15,0,0,0,0,0,5,0,120,No
Sutter Surgical Hospital – North Valley,CA,Sutter,2017,0,0,82,6,0,0,0,0,0,2,0,90,No
Sutter Tracy Community Hospital,CA,San Joaquin,2013,0,0,21,4,0,0,0,0,0,1,0,26,No
Sutter Tracy Community Hospital,CA,San Joaquin,2014,0,0,28,4,0,0,0,0,0,0,0,32,No
Sutter Tracy Community Hospital,CA,San Joaquin,2015,0,0,14,4,0,0,0,0,0,1,0,19,No
Sutter Tracy Community Hospital,CA,San Joaquin,2016,0,0,38,4,0,0,0,0,1,0,0,43,No
Sutter Tracy Community Hospital,CA,San Joaquin,2017,0,0,20,11,0,0,0,0,0,3,0,34,No
Tahoe Forest Hospital,CA,Nevada,2013,0,0,20,4,0,0,0,0,0,0,0,24,No
Tahoe Forest Hospital,CA,Nevada,2014,0,0,18,6,0,0,0,0,0,1,0,25,No
Tahoe Forest Hospital,CA,Nevada,2015,0,0,15,6,0,0,0,0,0,0,0,21,No
Tahoe Forest Hospital,CA,Nevada,2016,0,0,18,4,0,0,0,0,1,1,0,24,No
Tahoe Forest Hospital,CA,Nevada,2017,0,0,26,8,0,0,0,0,3,0,1,38,No
Temecula Valley Hospital,CA,Riverside,2013,0,0,0,1,0,0,0,0,0,1,0,2,No
Temecula Valley Hospital,CA,Riverside,2014,0,0,10,3,0,0,1,1,0,1,0,16,No
Temecula Valley Hospital,CA,Riverside,2015,0,0,16,8,0,0,4,0,0,1,2,31,No
Temecula Valley Hospital,CA,Riverside,2016,0,0,38,13,0,1,6,1,0,4,2,65,No
Temecula Valley Hospital,CA,Riverside,2017,0,0,62,13,0,2,7,0,1,6,4,95,No
Temple Community Hospital,CA,Los Angeles,2013,0,0,1,2,0,0,0,0,0,1,1,5,No
Temple Community Hospital,CA,Los Angeles,2014,0,0,2,2,0,0,0,0,0,0,0,4,No
Torrance Memorial Medical Center,CA,Los Angeles,2013,7,3,286,81,12,2,37,0,63,23,13,527,No
Torrance Memorial Medical Center,CA,Los Angeles,2014,17,6,69,84,5,3,50,1,74,24,6,339,No
Torrance Memorial Medical Center,CA,Los Angeles,2015,13,7,77,70,6,4,32,4,52,21,7,293,No
Torrance Memorial Medical Center,CA,Los Angeles,2016,13,21,279,59,5,8,48,9,67,29,10,548,No
Torrance Memorial Medical Center,CA,Los Angeles,2017,4,13,347,96,5,7,47,8,68,38,6,639,No
Tri-City Medical Center – Oceanside,CA,San Diego,2013,2,2,91,32,0,1,11,1,33,9,3,185,No
Tri-City Medical Center – Oceanside,CA,San Diego,2014,4,7,70,34,0,0,8,1,21,12,2,159,No
Tri-City Medical Center – Oceanside,CA,San Diego,2015,4,3,53,30,0,0,11,3,15,9,2,130,No
Tri-City Medical Center – Oceanside,CA,San Diego,2016,2,16,89,37,0,1,7,2,34,14,4,206,No
Tri-City Medical Center – Oceanside,CA,San Diego,2017,1,5,89,34,0,0,9,1,34,17,0,190,No
Trinity Hospital,CA,Trinity,2013,0,0,4,0,0,0,0,0,0,0,0,4,No
Trinity Hospital,CA,Trinity,2014,0,0,1,1,0,0,0,0,0,0,0,2,No
Trinity Hospital,CA,Trinity,2016,0,0,1,0,0,0,0,0,0,0,0,1,No
Tulare Regional Medical Center,CA,Tulare,2013,0,0,3,6,0,1,0,0,1,2,0,13,No
Tulare Regional Medical Center,CA,Tulare,2014,0,0,11,4,0,0,0,0,0,2,0,17,No
Tulare Regional Medical Center,CA,Tulare,2015,0,0,9,7,0,0,0,0,0,1,0,17,No
Tulare Regional Medical Center,CA,Tulare,2016,0,0,19,5,0,1,0,0,0,2,0,27,No
Tulare Regional Medical Center,CA,Tulare,2017,0,0,2,1,0,0,0,0,0,0,0,3,No
Twin Cities Community Hospital,CA,San Luis Obispo,2013,0,0,42,18,0,0,0,0,7,2,0,69,No
Twin Cities Community Hospital,CA,San Luis Obispo,2014,0,0,58,11,0,0,0,0,11,4,0,84,No
Twin Cities Community Hospital,CA,San Luis Obispo,2015,0,0,22,2,0,0,0,0,2,0,0,26,No
Twin Cities Community Hospital,CA,San Luis Obispo,2016,0,0,26,13,0,0,0,0,9,6,0,54,No
