Hospital Name,State,County,Latitude,Longitude,Year,Total Surgeries for All Cancer Types,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach
Ronald Reagan UCLA Medical Center,,Los Angeles,34.068889,-118.445,2013,732,40,142,180,34,12,37,79,42,120,24,22
Ronald Reagan UCLA Medical Center,,Los Angeles,34.068889,-118.445,2014,732,32,132,174,56,12,47,73,58,93,33,22
Ronald Reagan UCLA Medical Center,,Los Angeles,34.068889,-118.445,2015,662,23,110,188,37,6,37,70,46,106,22,17
Ronald Reagan UCLA Medical Center,,Los Angeles,34.068889,-118.445,2016,929,35,131,311,66,14,69,72,62,109,50,10
Ronald Reagan UCLA Medical Center,,Los Angeles,34.068889,-118.445,2017,945,28,121,332,71,20,39,86,62,125,43,18
Saddleback Memorial Medical Center,,Orange,33.60796,-117.70837,2013,234,3,6,115,41,2,0,24,0,33,7,3
Saddleback Memorial Medical Center,,Orange,33.60796,-117.70837,2014,243,2,5,127,41,1,0,27,0,36,1,3
Saddleback Memorial Medical Center,,Orange,33.60796,-117.70837,2015,189,0,8,96,31,3,0,17,0,23,9,2
Saddleback Memorial Medical Center,,Orange,33.60796,-117.70837,2016,275,2,8,156,24,1,0,29,1,39,14,1
Saddleback Memorial Medical Center,,Orange,33.60796,-117.70837,2017,294,3,23,165,33,0,0,21,0,41,6,2
Saint Agnes Medical Center,,Fresno,36.8370782,-119.7649963,2013,251,0,4,146,24,0,0,28,0,38,10,1
Saint Agnes Medical Center,,Fresno,36.8370782,-119.7649963,2014,249,2,9,91,45,1,8,28,3,46,13,3
Saint Agnes Medical Center,,Fresno,36.8370782,-119.7649963,2015,199,0,4,99,25,0,10,6,6,26,19,4
Saint Agnes Medical Center,,Fresno,36.8370782,-119.7649963,2016,253,2,6,107,48,1,15,13,5,27,25,4
Saint Agnes Medical Center,,Fresno,36.8370782,-119.7649963,2017,300,1,3,155,40,3,2,16,3,56,17,4
Saint Bernardine Medical Center,,San Bernardino,34.1341,-117.27865,2013,185,2,9,77,13,0,0,13,0,62,8,1
Saint Bernardine Medical Center,,San Bernardino,34.1341,-117.27865,2014,216,7,5,61,26,0,3,20,0,83,6,5
Saint Bernardine Medical Center,,San Bernardino,34.1341,-117.27865,2015,177,3,3,44,27,0,1,9,0,78,10,2
Saint Bernardine Medical Center,,San Bernardino,34.1341,-117.27865,2016,261,4,7,73,29,0,2,9,3,116,16,2
Saint Bernardine Medical Center,,San Bernardino,34.1341,-117.27865,2017,275,7,11,83,26,0,3,7,1,125,9,3
Saint Elizabeth Community Hospital,,Tehama,40.1495,-122.21887,2013,17,0,0,8,9,0,0,0,0,0,0,0
Saint Elizabeth Community Hospital,,Tehama,40.1495,-122.21887,2014,29,0,0,12,14,0,0,0,0,0,3,0
Saint Elizabeth Community Hospital,,Tehama,40.1495,-122.21887,2015,15,0,0,5,9,0,0,0,0,0,1,0
Saint Elizabeth Community Hospital,,Tehama,40.1495,-122.21887,2016,24,0,0,9,12,0,1,0,0,0,1,1
Saint Elizabeth Community Hospital,,Tehama,40.1495,-122.21887,2017,14,0,0,6,7,0,1,0,0,0,0,0
Saint Francis Medical Center,,Los Angeles,33.93085,-118.20415,2013,66,0,6,35,17,0,1,5,0,0,2,0
Saint Francis Medical Center,,Los Angeles,33.93085,-118.20415,2014,62,1,6,44,7,0,0,1,1,0,2,0
Saint Francis Medical Center,,Los Angeles,33.93085,-118.20415,2015,55,0,2,35,14,0,0,3,0,0,1,0
Saint Francis Medical Center,,Los Angeles,33.93085,-118.20415,2016,78,3,6,33,11,0,1,4,0,13,2,5
Saint Francis Medical Center,,Los Angeles,33.93085,-118.20415,2017,87,2,4,47,21,0,0,3,1,5,4,0
Saint Francis Memorial Hospital,,San Francisco,37.78917,-122.41695,2013,20,0,0,3,6,0,0,7,0,2,1,1
Saint Francis Memorial Hospital,,San Francisco,37.78917,-122.41695,2014,22,0,0,4,7,0,0,8,0,0,0,3
Saint Francis Memorial Hospital,,San Francisco,37.78917,-122.41695,2015,12,0,2,2,4,0,0,4,0,0,0,0
Saint Francis Memorial Hospital,,San Francisco,37.78917,-122.41695,2016,15,0,1,4,2,0,1,0,0,4,1,2
Saint Francis Memorial Hospital,,San Francisco,37.78917,-122.41695,2017,18,0,2,5,7,0,0,0,0,1,2,1
Saint Helena Hospital,,Napa,38.53937349,-122.473003,2013,41,0,0,16,8,3,0,13,1,0,0,0
Saint Helena Hospital,,Napa,38.53937349,-122.473003,2014,49,0,0,17,7,1,0,18,1,0,4,1
Saint Helena Hospital,,Napa,38.53937349,-122.473003,2015,37,0,0,8,7,1,0,18,0,0,2,1
Saint Helena Hospital,,Napa,38.53937349,-122.473003,2016,66,0,0,15,13,3,0,25,0,1,8,1
Saint Helena Hospital,,Napa,38.53937349,-122.473003,2017,56,0,0,12,12,3,3,16,0,0,9,1
Saint Helena Hospital – Clearlake,,Lake,38.93556,-122.6201,2013,12,0,0,6,6,0,0,0,0,0,0,0
Saint Helena Hospital – Clearlake,,Lake,38.93556,-122.6201,2014,7,0,0,7,0,0,0,0,0,0,0,0
Saint Helena Hospital – Clearlake,,Lake,38.93556,-122.6201,2015,7,0,0,5,1,0,0,0,0,0,1,0
Saint Helena Hospital – Clearlake,,Lake,38.93556,-122.6201,2016,1,0,0,0,1,0,0,0,0,0,0,0
Saint Helena Hospital – Clearlake,,Lake,38.93556,-122.6201,2017,4,0,0,2,2,0,0,0,0,0,0,0
Saint John’s Health Center,,Los Angeles,34.0298085,-118.478687,2013,399,1,51,211,54,0,18,24,9,8,11,12
Saint John’s Health Center,,Los Angeles,34.0298085,-118.478687,2014,368,3,63,160,54,2,18,24,9,16,9,10
Saint John’s Pleasant Valley Hospital,,Ventura,34.24177,-119.018,2013,64,0,0,46,16,0,0,0,0,0,1,1
Saint John’s Pleasant Valley Hospital,,Ventura,34.24177,-119.018,2014,49,0,0,39,8,0,0,0,0,0,1,1
Saint John’s Pleasant Valley Hospital,,Ventura,34.24177,-119.018,2015,50,0,0,42,6,0,0,0,0,0,2,0
Saint John’s Pleasant Valley Hospital,,Ventura,34.24177,-119.018,2016,50,0,0,36,12,0,0,0,0,0,2,0
Saint John’s Pleasant Valley Hospital,,Ventura,34.24177,-119.018,2017,57,0,0,41,13,0,0,0,1,0,2,0
Saint John’s Regional Medical Center,,Ventura,34.21687,-119.15819,2013,109,0,4,55,22,0,0,16,0,1,9,2
Saint John’s Regional Medical Center,,Ventura,34.21687,-119.15819,2014,122,0,2,79,23,0,0,7,0,0,6,5
Saint John’s Regional Medical Center,,Ventura,34.21687,-119.15819,2015,115,0,3,66,20,0,0,19,0,0,3,4
Saint John’s Regional Medical Center,,Ventura,34.21687,-119.15819,2016,136,0,6,76,20,0,0,10,1,14,9,0
Saint John’s Regional Medical Center,,Ventura,34.21687,-119.15819,2017,173,2,5,84,29,0,1,22,0,14,15,1
Saint Joseph Hospital – Eureka,,Humboldt,40.7832,-124.14216,2013,113,4,2,63,19,0,0,12,3,4,4,2
Saint Joseph Hospital – Eureka,,Humboldt,40.7832,-124.14216,2014,133,2,5,81,19,1,1,12,0,7,0,5
Saint Joseph Hospital – Eureka,,Humboldt,40.7832,-124.14216,2015,108,0,4,71,9,2,1,8,0,5,6,2
Saint Joseph Hospital – Eureka,,Humboldt,40.7832,-124.14216,2016,135,0,7,84,17,0,1,12,2,8,4,0
Saint Joseph Hospital – Eureka,,Humboldt,40.7832,-124.14216,2017,139,3,0,73,24,0,3,10,4,11,9,2
Saint Joseph Hospital – Orange,,Orange,33.7823,-117.86516,2013,548,2,18,311,63,0,12,51,9,50,21,11
Saint Joseph Hospital – Orange,,Orange,33.7823,-117.86516,2014,492,1,34,241,61,2,14,42,9,55,25,8
Saint Joseph Hospital – Orange,,Orange,33.7823,-117.86516,2015,382,2,17,211,45,1,8,30,8,39,15,6
Saint Joseph Hospital – Orange,,Orange,33.7823,-117.86516,2016,539,1,28,282,65,3,9,50,15,59,18,9
Saint Joseph Hospital – Orange,,Orange,33.7823,-117.86516,2017,511,0,26,273,46,1,8,52,17,53,26,9
Saint Joseph’s Medical Center of Stockton,,San Joaquin,37.97075,-121.2891,2013,187,1,11,79,46,0,6,26,0,2,14,2
Saint Joseph’s Medical Center of Stockton,,San Joaquin,37.97075,-121.2891,2014,200,0,9,90,44,1,7,33,3,0,8,5
Saint Joseph’s Medical Center of Stockton,,San Joaquin,37.97075,-121.2891,2015,154,4,7,73,27,1,6,22,3,1,9,1
Saint Joseph’s Medical Center of Stockton,,San Joaquin,37.97075,-121.2891,2016,207,6,10,79,38,1,5,33,6,6,17,6
Saint Joseph’s Medical Center of Stockton,,San Joaquin,37.97075,-121.2891,2017,203,8,0,86,39,4,5,22,1,7,23,8
Saint Jude Medical Center,,Orange,33.89349,-117.92851,2013,395,2,21,198,66,0,2,10,2,69,20,5
Saint Jude Medical Center,,Orange,33.89349,-117.92851,2014,350,3,21,179,52,0,0,19,1,51,18,6
Saint Jude Medical Center,,Orange,33.89349,-117.92851,2015,308,2,17,206,31,0,0,14,0,27,10,1
Saint Jude Medical Center,,Orange,33.89349,-117.92851,2016,417,1,18,209,67,0,5,19,10,56,23,9
Saint Jude Medical Center,,Orange,33.89349,-117.92851,2017,404,0,35,230,47,0,6,9,3,54,19,1
Saint Louise Regional Hospital,,Santa Clara,37.03731,-121.57411,2013,34,0,1,21,8,0,1,0,0,0,2,1
Saint Louise Regional Hospital,,Santa Clara,37.03731,-121.57411,2014,34,0,0,24,7,0,0,0,0,0,3,0
Saint Louise Regional Hospital,,Santa Clara,37.03731,-121.57411,2015,30,0,0,22,6,0,0,0,0,0,2,0
Saint Louise Regional Hospital,,Santa Clara,37.03731,-121.57411,2016,25,0,0,18,6,0,0,0,0,0,0,1
Saint Louise Regional Hospital,,Santa Clara,37.03731,-121.57411,2017,45,0,0,27,8,0,0,0,0,2,7,1
Saint Mary Medical Center – Apple Valley,,San Bernardino,34.54053,-117.26535,2013,154,1,0,59,36,0,0,10,0,42,6,0
Saint Mary Medical Center – Apple Valley,,San Bernardino,34.54053,-117.26535,2014,109,0,0,54,26,0,2,6,0,14,6,1
Saint Mary Medical Center – Apple Valley,,San Bernardino,34.54053,-117.26535,2015,88,2,0,43,18,0,0,9,0,11,5,0
Saint Mary Medical Center – Apple Valley,,San Bernardino,34.54053,-117.26535,2016,102,1,0,51,21,0,1,4,0,16,8,0
Saint Mary Medical Center – Apple Valley,,San Bernardino,34.54053,-117.26535,2017,108,2,0,49,25,0,1,4,0,16,9,2
Saint Mary Medical Center – Long Beach,,Los Angeles,33.7802376,-118.1866412,2013,28,0,3,12,7,1,0,5,0,0,0,0
Saint Mary Medical Center – Long Beach,,Los Angeles,33.7802376,-118.1866412,2014,37,0,1,10,14,0,0,8,0,0,3,1
Saint Mary Medical Center – Long Beach,,Los Angeles,33.7802376,-118.1866412,2015,28,0,1,12,5,0,0,9,0,0,0,1
Saint Mary Medical Center – Long Beach,,Los Angeles,33.7802376,-118.1866412,2016,45,0,5,24,7,0,0,5,0,1,0,3
Saint Mary Medical Center – Long Beach,,Los Angeles,33.7802376,-118.1866412,2017,44,2,4,19,7,0,0,1,2,3,4,2
"Saint Mary’s Medical Center, San Francisco",,San Francisco,37.77408,-122.45441,2013,57,0,0,41,7,0,0,5,0,0,3,1
"Saint Mary’s Medical Center, San Francisco",,San Francisco,37.77408,-122.45441,2014,71,1,0,52,9,0,0,7,1,0,0,1
"Saint Mary’s Medical Center, San Francisco",,San Francisco,37.77408,-122.45441,2015,69,0,0,54,7,0,0,8,0,0,0,0
"Saint Mary’s Medical Center, San Francisco",,San Francisco,37.77408,-122.45441,2016,97,0,0,69,10,0,0,9,0,1,5,3
"Saint Mary’s Medical Center, San Francisco",,San Francisco,37.77408,-122.45441,2017,97,1,0,78,6,0,1,4,0,1,4,2
Saint Rose Hospital,,Alameda,37.63291,-122.08962,2013,30,1,0,17,7,0,1,0,0,1,3,0
Saint Rose Hospital,,Alameda,37.63291,-122.08962,2014,39,0,0,20,14,0,2,0,0,0,2,1
Saint Rose Hospital,,Alameda,37.63291,-122.08962,2015,18,0,0,11,6,0,0,0,0,0,0,1
Saint Rose Hospital,,Alameda,37.63291,-122.08962,2016,32,0,0,15,12,0,1,0,0,0,1,3
Saint Rose Hospital,,Alameda,37.63291,-122.08962,2017,31,0,0,13,7,0,1,0,0,1,6,3
Saint Vincent Medical Center,,Los Angeles,34.06311,-118.27302,2013,129,1,7,33,25,0,10,12,7,4,12,18
Saint Vincent Medical Center,,Los Angeles,34.06311,-118.27302,2014,125,0,12,17,39,0,2,8,8,2,11,26
Saint Vincent Medical Center,,Los Angeles,34.06311,-118.27302,2015,76,0,1,19,23,0,6,6,3,6,4,8
Saint Vincent Medical Center,,Los Angeles,34.06311,-118.27302,2016,141,0,5,69,18,0,4,11,5,5,17,7
Saint Vincent Medical Center,,Los Angeles,34.06311,-118.27302,2017,188,3,7,98,25,2,10,10,3,12,10,8
Salinas Valley Memorial Hospital,,Monterey,36.66022,-121.6481,2013,128,0,8,78,15,0,0,12,0,8,5,2
Salinas Valley Memorial Hospital,,Monterey,36.66022,-121.6481,2014,135,0,13,84,23,0,0,3,1,3,5,3
Salinas Valley Memorial Hospital,,Monterey,36.66022,-121.6481,2015,106,0,6,62,17,2,0,7,1,0,8,3
Salinas Valley Memorial Hospital,,Monterey,36.66022,-121.6481,2016,134,0,6,60,33,0,2,8,6,1,10,8
Salinas Valley Memorial Hospital,,Monterey,36.66022,-121.6481,2017,133,0,9,58,32,0,3,7,3,0,10,11
San Antonio Community Hospital,,San Bernardino,34.10056,-117.63828,2013,256,0,8,121,47,0,1,17,0,37,17,8
San Antonio Community Hospital,,San Bernardino,34.10056,-117.63828,2014,218,0,11,128,34,0,0,13,1,20,8,3
San Antonio Community Hospital,,San Bernardino,34.10056,-117.63828,2015,189,0,9,114,38,0,0,11,0,11,5,1
San Antonio Regional Hospital,,San Bernardino,34.10056,-117.63828,2016,282,0,14,148,46,0,2,27,3,18,14,10
San Antonio Regional Hospital,,San Bernardino,34.10056,-117.63828,2017,254,0,14,122,55,0,2,17,0,21,17,6
San Dimas Community Hospital,,Los Angeles,34.09922,-117.83218,2013,15,0,0,3,11,0,0,0,0,0,1,0
San Dimas Community Hospital,,Los Angeles,34.09922,-117.83218,2014,11,0,0,0,8,0,0,1,0,0,2,0
San Dimas Community Hospital,,Los Angeles,34.09922,-117.83218,2015,13,0,0,3,10,0,0,0,0,0,0,0
San Dimas Community Hospital,,Los Angeles,34.09922,-117.83218,2016,32,0,0,16,12,0,0,0,0,0,4,0
San Dimas Community Hospital,,Los Angeles,34.09922,-117.83218,2017,44,0,0,30,10,0,0,0,0,1,2,1
San Francisco General Hospital,,San Francisco,37.75657,-122.40637,2013,191,3,9,95,35,0,1,18,2,9,10,9
San Francisco General Hospital,,San Francisco,37.75657,-122.40637,2014,116,1,5,53,25,1,0,10,3,6,9,3
San Francisco General Hospital,,San Francisco,37.75657,-122.40637,2015,80,0,6,44,20,0,0,5,2,0,2,1
San Gabriel Valley Medical Center,,Los Angeles,34.1024,-118.10503,2013,106,0,8,62,20,0,0,1,0,0,9,6
San Gabriel Valley Medical Center,,Los Angeles,34.1024,-118.10503,2014,71,0,2,46,17,0,0,1,0,0,3,2
San Gabriel Valley Medical Center,,Los Angeles,34.1024,-118.10503,2015,52,0,4,35,9,0,0,0,0,0,4,0
San Gabriel Valley Medical Center,,Los Angeles,34.1024,-118.10503,2016,83,0,2,54,12,0,1,2,0,0,9,3
San Gorgonio Memorial Hospital,,Riverside,33.9295,-116.94678,2013,19,0,0,11,8,0,0,0,0,0,0,0
San Gorgonio Memorial Hospital,,Riverside,33.9295,-116.94678,2014,17,0,0,11,5,0,0,0,0,0,1,0
San Gorgonio Memorial Hospital,,Riverside,33.9295,-116.94678,2015,15,0,0,13,2,0,0,0,0,0,0,0
San Gorgonio Memorial Hospital,,Riverside,33.9295,-116.94678,2016,24,0,0,16,6,0,0,0,0,0,2,0
San Gorgonio Memorial Hospital,,Riverside,33.9295,-116.94678,2017,16,0,0,10,5,0,0,0,0,0,1,0
San Joaquin Community Hospital,,Kern,35.383064,-119.018775,2013,184,1,13,93,48,0,0,6,2,13,6,2
San Joaquin Community Hospital,,Kern,35.383064,-119.018775,2014,196,2,15,66,63,0,0,6,0,23,16,5
San Joaquin Community Hospital,,Kern,35.383064,-119.018775,2015,147,0,7,78,31,0,1,5,0,16,5,4
San Joaquin Community Hospital,,Kern,35.383064,-119.018775,2016,252,0,6,170,45,0,2,11,1,7,10,0
San Joaquin Community Hospital,,Kern,35.383064,-119.018775,2017,262,0,12,160,42,0,1,7,1,25,11,3
San Joaquin General Hospital,,San Joaquin,37.88594,-121.28918,2013,63,2,0,29,21,0,1,2,2,2,3,1
San Joaquin General Hospital,,San Joaquin,37.88594,-121.28918,2014,54,0,0,26,15,0,0,2,0,0,6,5
San Joaquin General Hospital,,San Joaquin,37.88594,-121.28918,2015,30,2,1,13,7,0,2,1,1,0,3,0
San Joaquin General Hospital,,San Joaquin,37.88594,-121.28918,2016,49,2,3,26,11,0,0,1,1,1,2,2
San Joaquin General Hospital,,San Joaquin,37.88594,-121.28918,2017,49,0,2,22,13,0,1,0,2,2,7,0
San Leandro Hospital,,Alameda,37.71364,-122.14067,2013,29,0,0,20,8,0,0,0,0,0,1,0
San Leandro Hospital,,Alameda,37.71364,-122.14067,2014,24,0,0,21,3,0,0,0,0,0,0,0
San Leandro Hospital,,Alameda,37.71364,-122.14067,2015,28,0,0,24,4,0,0,0,0,0,0,0
San Leandro Hospital,,Alameda,37.71364,-122.14067,2016,25,0,0,12,8,0,1,0,0,0,2,2
San Leandro Hospital,,Alameda,37.71364,-122.14067,2017,20,0,0,12,4,0,1,0,0,0,3,0
San Mateo Medical Center,,San Mateo,37.53017,-122.29951,2013,57,0,2,40,7,1,0,2,3,0,0,2
San Mateo Medical Center,,San Mateo,37.53017,-122.29951,2014,85,0,0,70,9,1,0,1,0,0,2,2
San Mateo Medical Center,,San Mateo,37.53017,-122.29951,2015,38,0,0,33,5,0,0,0,0,0,0,0
San Mateo Medical Center,,San Mateo,37.53017,-122.29951,2016,75,0,1,55,14,0,0,0,1,0,3,1
San Mateo Medical Center,,San Mateo,37.53017,-122.29951,2017,69,0,1,51,9,0,1,1,1,0,2,3
San Ramon Regional Medical Center,,Contra Costa,37.77713,-121.96076,2013,147,0,0,104,19,0,1,3,0,16,4,0
San Ramon Regional Medical Center,,Contra Costa,37.77713,-121.96076,2014,130,2,0,75,17,0,0,11,0,23,2,0
San Ramon Regional Medical Center,,Contra Costa,37.77713,-121.96076,2015,81,0,0,52,14,0,0,2,0,10,3,0
San Ramon Regional Medical Center,,Contra Costa,37.77713,-121.96076,2016,101,0,0,65,18,0,0,5,0,5,6,2
San Ramon Regional Medical Center,,Contra Costa,37.77713,-121.96076,2017,131,0,0,95,24,0,0,3,0,5,4,0
Santa Barbara Cottage Hospital,,Santa Barbara,34.42943,-119.72318,2013,290,2,13,148,38,1,4,42,7,7,25,3
Santa Barbara Cottage Hospital,,Santa Barbara,34.42943,-119.72318,2014,311,2,17,180,48,1,7,34,7,4,9,2
Santa Barbara Cottage Hospital,,Santa Barbara,34.42943,-119.72318,2015,235,1,25,102,42,4,4,25,2,17,11,2
Santa Barbara Cottage Hospital,,Santa Barbara,34.42943,-119.72318,2016,251,3,29,87,53,1,4,27,6,24,13,4
Santa Barbara Cottage Hospital,,Santa Barbara,34.42943,-119.72318,2017,228,2,33,62,39,0,4,26,5,37,17,3
Santa Clara Valley Medical Center,,Santa Clara,37.31346,-121.93202,2013,225,1,13,135,37,0,1,14,2,13,7,2
Santa Clara Valley Medical Center,,Santa Clara,37.31346,-121.93202,2014,227,3,21,132,30,0,3,12,0,9,13,4
Santa Clara Valley Medical Center,,Santa Clara,37.31346,-121.93202,2015,167,1,12,94,28,0,3,11,1,7,5,5
Santa Clara Valley Medical Center,,Santa Clara,37.31346,-121.93202,2016,304,13,14,167,31,4,10,17,2,27,12,7
Santa Clara Valley Medical Center,,Santa Clara,37.31346,-121.93202,2017,267,9,17,126,46,2,5,10,4,23,18,7
Santa Monica – UCLA Medical Center and Orthopedic Hospital,,Los Angeles,34.02755,-118.48623,2013,219,8,1,119,20,0,0,1,1,54,7,8
Santa Monica – UCLA Medical Center and Orthopedic Hospital,,Los Angeles,34.02755,-118.48623,2014,270,5,5,146,31,0,1,0,0,66,4,12
Santa Monica – UCLA Medical Center and Orthopedic Hospital,,Los Angeles,34.02755,-118.48623,2015,180,5,0,110,19,0,0,0,1,38,2,5
Santa Monica – UCLA Medical Center and Orthopedic Hospital,,Los Angeles,34.02755,-118.48623,2016,353,11,8,248,25,2,0,11,1,34,9,4
Santa Monica – UCLA Medical Center and Orthopedic Hospital,,Los Angeles,34.02755,-118.48623,2017,466,19,11,338,22,0,0,7,0,52,13,4
Santa Rosa Memorial Hospital – Montgomery,,Sonoma,38.44304,-122.70114,2013,212,0,8,142,31,2,1,21,0,3,1,3
Santa Rosa Memorial Hospital – Montgomery,,Sonoma,38.44304,-122.70114,2014,157,0,5,105,24,0,0,18,1,1,3,0
Santa Rosa Memorial Hospital – Montgomery,,Sonoma,38.44304,-122.70114,2015,123,0,4,93,16,0,1,6,0,0,2,1
Santa Rosa Memorial Hospital – Montgomery,,Sonoma,38.44304,-122.70114,2016,150,0,16,109,13,0,2,3,1,0,6,0
Santa Rosa Memorial Hospital – Montgomery,,Sonoma,38.44304,-122.70114,2017,192,0,18,144,11,0,0,3,0,14,2,0
Scripps Green Hospital,,San Diego,32.89654,-117.2419,2013,469,0,11,302,51,2,12,25,5,40,14,7
Scripps Green Hospital,,San Diego,32.89654,-117.2419,2014,468,0,8,319,57,1,10,26,3,31,11,2
Scripps Green Hospital,,San Diego,32.89654,-117.2419,2015,327,2,13,209,45,1,7,15,6,15,11,3
Scripps Green Hospital,,San Diego,32.89654,-117.2419,2016,472,7,16,286,58,2,20,7,8,42,22,4
Scripps Green Hospital,,San Diego,32.89654,-117.2419,2017,333,5,14,151,47,4,21,0,14,48,25,4
Scripps Memorial Hospital – Encinitas,,San Diego,33.0363,-117.28495,2013,150,1,8,103,30,0,1,0,0,3,3,1
Scripps Memorial Hospital – Encinitas,,San Diego,33.0363,-117.28495,2014,161,0,8,114,32,0,1,0,1,1,3,1
Scripps Memorial Hospital – Encinitas,,San Diego,33.0363,-117.28495,2015,126,0,5,89,29,0,0,0,0,1,2,0
Scripps Memorial Hospital – Encinitas,,San Diego,33.0363,-117.28495,2016,158,0,11,94,39,0,1,6,0,2,5,0
Scripps Memorial Hospital – Encinitas,,San Diego,33.0363,-117.28495,2017,136,0,7,62,26,0,4,15,1,3,16,2
Scripps Memorial Hospital – La Jolla,,San Diego,32.88506,-117.22279,2013,307,0,24,193,45,2,2,16,0,2,19,4
Scripps Memorial Hospital – La Jolla,,San Diego,32.88506,-117.22279,2014,361,1,19,247,38,4,7,17,1,3,17,7
Scripps Memorial Hospital – La Jolla,,San Diego,32.88506,-117.22279,2015,270,0,9,201,27,0,3,11,0,3,14,2
Scripps Memorial Hospital – La Jolla,,San Diego,32.88506,-117.22279,2016,440,0,19,334,39,0,2,23,2,4,15,2
Scripps Memorial Hospital – La Jolla,,San Diego,32.88506,-117.22279,2017,433,0,28,296,42,0,2,31,1,9,22,2
Scripps Mercy Hospital,,San Diego,32.75128,-117.1609,2013,492,31,6,160,91,1,5,22,2,125,39,10
Scripps Mercy Hospital,,San Diego,32.75128,-117.1609,2014,531,24,9,181,112,0,5,30,2,123,38,7
Scripps Mercy Hospital,,San Diego,32.75128,-117.1609,2015,424,16,6,152,76,1,4,25,4,95,37,8
Scripps Mercy Hospital,,San Diego,32.75128,-117.1609,2016,529,22,4,169,92,1,9,18,1,153,51,9
Scripps Mercy Hospital,,San Diego,32.75128,-117.1609,2017,462,17,14,138,87,1,6,18,5,135,35,6
Seneca Healthcare District,,Plumas,40.30518,-121.23421,2013,1,0,0,1,0,0,0,0,0,0,0,0
Seneca Healthcare District,,Plumas,40.30518,-121.23421,2014,1,0,0,1,0,0,0,0,0,0,0,0
Sequoia Hospital,,San Mateo,37.48129,-122.25377,2013,115,3,0,51,19,0,1,12,1,19,7,2
Sequoia Hospital,,San Mateo,37.48129,-122.25377,2014,84,2,0,31,14,0,2,6,0,23,5,1
Sequoia Hospital,,San Mateo,37.48129,-122.25377,2015,62,0,1,25,9,0,0,4,0,19,4,0
Sequoia Hospital,,San Mateo,37.48129,-122.25377,2016,83,0,0,33,16,1,1,4,0,25,2,1
Sequoia Hospital,,San Mateo,37.48129,-122.25377,2017,92,0,5,17,31,0,2,3,0,26,8,0
Seton Medical Center,,San Mateo,37.68172,-122.47283,2013,78,1,2,50,12,0,0,7,0,0,3,3
Seton Medical Center,,San Mateo,37.68172,-122.47283,2014,65,2,1,45,12,0,0,1,0,0,3,1
Seton Medical Center,,San Mateo,37.68172,-122.47283,2015,37,1,0,17,9,0,0,4,0,0,3,3
Seton Medical Center,,San Mateo,37.68172,-122.47283,2016,59,1,1,31,10,0,1,3,1,1,5,5
Seton Medical Center,,San Mateo,37.68172,-122.47283,2017,44,0,0,19,12,0,0,2,0,1,4,6
Sharp Chula Vista Medical Center,,San Diego,32.61909,-117.02488,2013,246,1,7,160,31,0,0,14,0,19,8,6
Sharp Chula Vista Medical Center,,San Diego,32.61909,-117.02488,2014,233,0,13,158,32,2,0,12,0,2,10,4
Sharp Chula Vista Medical Center,,San Diego,32.61909,-117.02488,2015,179,0,4,129,21,2,1,9,0,0,8,5
Sharp Chula Vista Medical Center,,San Diego,32.61909,-117.02488,2016,295,0,19,163,57,2,1,10,6,4,29,4
Sharp Chula Vista Medical Center,,San Diego,32.61909,-117.02488,2017,282,0,11,170,45,3,3,7,3,2,27,11
Sharp Coronado Hospital and Healthcare Center,,San Diego,32.69427,-117.16808,2013,7,0,0,0,2,0,0,4,0,0,1,0
Sharp Coronado Hospital and Healthcare Center,,San Diego,32.69427,-117.16808,2014,7,0,0,2,3,0,0,1,0,0,0,1
Sharp Coronado Hospital and Healthcare Center,,San Diego,32.69427,-117.16808,2015,7,0,0,3,1,0,0,2,0,0,1,0
Sharp Coronado Hospital and Healthcare Center,,San Diego,32.69427,-117.16808,2016,8,0,0,1,5,0,0,2,0,0,0,0
Sharp Coronado Hospital and Healthcare Center,,San Diego,32.69427,-117.16808,2017,17,0,0,3,6,0,0,1,0,0,7,0
Sharp Memorial Hospital,,San Diego,32.80016,-117.15531,2013,642,8,19,372,99,2,13,32,5,49,30,13
Sharp Memorial Hospital,,San Diego,32.80016,-117.15531,2014,685,10,32,404,79,2,19,40,7,59,28,5
Sharp Memorial Hospital,,San Diego,32.80016,-117.15531,2015,533,6,24,332,65,0,3,27,5,40,24,7
Sharp Memorial Hospital,,San Diego,32.80016,-117.15531,2016,757,6,33,461,93,3,17,28,6,64,38,8
Sharp Memorial Hospital,,San Diego,32.80016,-117.15531,2017,808,8,31,506,99,4,18,27,8,71,32,4
Shasta Regional Medical Center,,Shasta,40.5855423,-122.3862952,2013,25,0,0,0,16,1,0,6,0,0,1,1
Shasta Regional Medical Center,,Shasta,40.5855423,-122.3862952,2014,38,0,0,3,21,0,0,10,0,0,2,2
Shasta Regional Medical Center,,Shasta,40.5855423,-122.3862952,2015,37,0,0,2,16,0,0,18,0,0,1,0
Shasta Regional Medical Center,,Shasta,40.5855423,-122.3862952,2016,30,0,0,1,20,0,0,2,0,2,4,1
Shasta Regional Medical Center,,Shasta,40.5855423,-122.3862952,2017,24,0,0,0,10,0,1,9,1,0,2,1
Sherman Oaks Hospital,,Los Angeles,34.15995,-118.4488,2013,2,0,0,0,1,0,0,0,0,0,0,1
